ID,prompt,model,repeat,status,error,premise,hypothesis,raw_KB,lemmatized_KB,changed_argument_occurrences,unchanged_argument_occurrences,absent_argument_occurrences,ambiguous_argument_occurrences,empty_argument_occurrences,mapping_details_json
4938897545.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,valid,,A motorcycle rider is making a sharp turn.,The motorcyclist is turning.,"isa_wn(motorcycle rider, motorcyclist); isa_wn(make a sharp turn, turn)","[[""make a sharp turn"",""turn""],[""motorcycle rider"",""motorcyclist""]]",0,3,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""make a sharp turn"",""lemma"":""make a sharp turn"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""turn"",""lemma"":""turn"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""turn"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""motorcycle rider"",""lemma"":""motorcycle rider"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""motorcycle rider"",""pos_tags"":[""NN"",""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""motorcyclist"",""lemma"":""motorcyclist"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""motorcyclist"",""pos_tags"":[""NN""]}]}]"
4950416860.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,A man in a canoe throwing a yellow net into the water.,A man is in a boat,"isa_wn(canoe, boat)","[[""canoe"",""boat""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""canoe"",""lemma"":""canoe"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""canoe"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""boat"",""lemma"":""boat"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""boat"",""pos_tags"":[""NN""]}]}]"
4972,lasha,openai/gpt-5.4-mini,1,non_entailment,,An onion is being chopped,An onion is being sliced,NO_RELATION,,0,0,0,0,0,
4974,lasha,openai/gpt-5.4-mini,1,valid,,Someone is holding a hedgehog,Someone is holding a small animal,"isa_wn(hedgehog, small animal)","[[""hedgehog"",""small animal""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""hedgehog"",""lemma"":""hedgehog"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""hedgehog"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""small animal"",""lemma"":""small animal"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""small animal"",""pos_tags"":[""JJ"",""NN""]}]}]"
4979886037.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,A smiling costumed woman is holding an umbrella.,A happy woman holds an umbrella.,"isa_wn(smiling, happy); isa_wn(costumed woman, woman)","[[""costume woman"",""woman""],[""smiling"",""happy""]]",1,3,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""costumed woman"",""lemma"":""costume woman"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""costumed woman"",""pos_tags"":[""VBN"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""woman"",""lemma"":""woman"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""woman"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""woman"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""smiling"",""lemma"":""smiling"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""smiling"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""happy"",""lemma"":""happy"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""happy"",""pos_tags"":[""JJ""]}]}]"
4980505768.jpg#1r1e,lasha,openai/gpt-5.4-mini,1,valid,,A woman dressed as Snow White walks with other girls in costume down a street.,A woman is dressed as a fairy tale character.,"isa_wn(Snow White, fairy tale character)","[[""snow white"",""fairy tale character""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""snow white"",""lemma"":""snow white"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""Snow White"",""pos_tags"":[""NNP"",""NNP""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""fairy tale character"",""lemma"":""fairy tale character"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""fairy tale character"",""pos_tags"":[""JJ"",""NN"",""NN""]}]}]"
4985197970.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,valid,,"A sunny street with a red building, parked cars, and a man walking down the road.",The sun is shining.,"isa_wn(sunny, sun shining)","[[""sunny"",""sun shining""]]",0,1,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""sunny"",""lemma"":""sunny"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""sunny"",""pos_tags"":[""JJ""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""sun shining"",""lemma"":""sun shining"",""decision"":""absent"",""POS_evidence"":[]}]"
4985197970.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,A person is walking down a cobblestone street.,The cobblestone street is not empty.,"isa_wn(walking down a cobblestone street, not empty)","[[""walk down a cobblestone street"",""not empty""]]",1,1,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""walking down a cobblestone street"",""lemma"":""walk down a cobblestone street"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""walking down a cobblestone street"",""pos_tags"":[""VBG"",""RP"",""DT"",""NN"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""not empty"",""lemma"":""not empty"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""not empty"",""pos_tags"":[""RB"",""JJ""]}]}]"
501699433.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,valid,,Two boys are swimming underwater in a pool and a girl is swimming in the background.,There are some kids in this picture,"isa_wn(boy, kid); isa_wn(girl, kid)","[[""boy"",""kid""],[""girl"",""kid""]]",0,1,3,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""boy"",""lemma"":""boy"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""kid"",""lemma"":""kid"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":1,""argument"":""girl"",""lemma"":""girl"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""girl"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""kid"",""lemma"":""kid"",""decision"":""absent"",""POS_evidence"":[]}]"
5030,lasha,openai/gpt-5.4-mini,1,valid,,The man is talking on the telephone,The man is speaking on the telephone,"isa_wn(talking, speaking)","[[""talk"",""speak""]]",2,0,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""talking"",""lemma"":""talk"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""talking"",""pos_tags"":[""VBG""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""speaking"",""lemma"":""speak"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""speaking"",""pos_tags"":[""VBG""]}]}]"
5042057368.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,Old woman chasing away two lambs with a broom.,There is a woman and some animals.,"isa_wn(lamb, animal)","[[""lamb"",""animal""]]",0,0,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""lamb"",""lemma"":""lamb"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""animal"",""lemma"":""animal"",""decision"":""absent"",""POS_evidence"":[]}]"
506442755.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,non_entailment,,bicycles stationed while a group of people socialize.,People get together near a stand of bicycles.,NO_RELATION,,0,0,0,0,0,
507035997.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,valid,,A man cooking kabobs on a barbecue in his backyard.,The man is have a cookout.,"isa_wn(cooking kabobs on a barbecue, have a cookout)","[[""cook kabob on a barbecue"",""have a cookout""]]",1,1,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""cooking kabobs on a barbecue"",""lemma"":""cook kabob on a barbecue"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""cooking kabobs on a barbecue"",""pos_tags"":[""VBG"",""NNS"",""IN"",""DT"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""have a cookout"",""lemma"":""have a cookout"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""have a cookout"",""pos_tags"":[""VBP"",""DT"",""NN""]}]}]"
507746329.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,Six children splashing in an outdoor water park.,Kids are wet.,"isa_wn(children, kids); isa_wn(splashing, wet)","[[""child"",""kid""],[""splash"",""wet""]]",3,1,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""children"",""lemma"":""child"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""children"",""pos_tags"":[""NNS""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""kids"",""lemma"":""kid"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""Kids"",""pos_tags"":[""NNS""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""splashing"",""lemma"":""splash"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""splashing"",""pos_tags"":[""VBG""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""wet"",""lemma"":""wet"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""wet"",""pos_tags"":[""JJ""]}]}]"
5110,lasha,openai/gpt-5.4-mini,1,valid,,A chef is preparing some food,A chef is preparing a meal,"isa_wn(food, meal)","[[""food"",""meal""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""food"",""lemma"":""food"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""food"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""meal"",""lemma"":""meal"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""meal"",""pos_tags"":[""NN""]}]}]"
5113,lasha,openai/gpt-5.4-mini,1,valid,,Two sumo ringers are fighting,Two sumo wrestlers are fighting,"isa_wn(ringer, wrestler)","[[""ringer"",""wrestler""]]",0,0,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""ringer"",""lemma"":""ringer"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""wrestler"",""lemma"":""wrestler"",""decision"":""absent"",""POS_evidence"":[]}]"
51145797.jpg#4r1e,lasha,openai/gpt-5.4-mini,1,non_entailment,,Two people are in a green forest.,The forest is not dead.,NO_RELATION,,0,0,0,0,0,
5149,lasha,openai/gpt-5.4-mini,1,valid,,A lemur is hanging on a cord,A lemur is hanging on a rope,"isa_wn(cord, rope)","[[""cord"",""rope""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""cord"",""lemma"":""cord"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""cord"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""rope"",""lemma"":""rope"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""rope"",""pos_tags"":[""NN""]}]}]"
5198,lasha,openai/gpt-5.4-mini,1,valid,,A boy is saying a word,A child is talking,"isa_wn(boy, child); isa_wn(say, talk)","[[""boy"",""child""],[""say"",""talk""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""boy"",""lemma"":""boy"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""boy"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""child"",""lemma"":""child"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""child"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""say"",""lemma"":""say"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""talk"",""lemma"":""talk"",""decision"":""absent"",""POS_evidence"":[]}]"
5217397101.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,A nun is taking a picture outside.,A woman is outside,"isa_wn(nun, woman)","[[""nun"",""woman""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""nun"",""lemma"":""nun"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""nun"",""pos_tags"":[""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""woman"",""lemma"":""woman"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""woman"",""pos_tags"":[""NN""]}]}]"
5218695756.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,valid,,"A worker in a striped orange, gray, and white t-shirt hovers over a stand that is displaying different kinds of flat bread.",A worker stands over a bread display.,"isa_wn(flat bread, bread display)","[[""flat bread"",""bread display""]]",0,2,0,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""flat bread"",""lemma"":""flat bread"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""flat bread"",""pos_tags"":[""JJ"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""bread display"",""lemma"":""bread display"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""bread display"",""pos_tags"":[""JJ"",""NN""]}]}]"
5230,lasha,openai/gpt-5.4-mini,1,valid,,A tiger is walking around,A tiger is strolling around,"isa_wn(walk, stroll)","[[""walk"",""stroll""]]",0,0,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""walk"",""lemma"":""walk"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":1,""argument_index"":2,""argument"":""stroll"",""lemma"":""stroll"",""decision"":""absent"",""POS_evidence"":[]}]"
5262731925.jpg#3r1e,lasha,openai/gpt-5.4-mini,1,valid,,One man watching another man operate heavy machinery doing road construction.,A man watches another do construction work.,"isa_wn(watch, watchs); isa_wn(operate heavy machinery, do construction work)","[[""operate heavy machinery"",""do construction work""],[""watch"",""watchs""]]",0,2,2,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""operate heavy machinery"",""lemma"":""operate heavy machinery"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""operate heavy machinery"",""pos_tags"":[""VBP"",""JJ"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""do construction work"",""lemma"":""do construction work"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""do construction work"",""pos_tags"":[""NN"",""NN"",""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""watch"",""lemma"":""watch"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":2,""argument_index"":2,""argument"":""watchs"",""lemma"":""watchs"",""decision"":""absent"",""POS_evidence"":[]}]"
5266194002.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,non_entailment,,A man in a blue t-shirt is watching two women sitting at a table in the kitchen baking.,A man watches two women cook,NO_RELATION,,0,0,0,0,0,
5280521648.jpg#0r1e,lasha,openai/gpt-5.4-mini,1,valid,,A young man and a young women in white lab coats are reading a biology textbook together and looking at a microscope in a laboratory.,Two people are referencing a textbook in a laboratory.,"isa_wn(reading, referencing); isa_wn(man, person); isa_wn(women, people); isa_wn(biology textbook, textbook)","[[""biology textbook"",""textbook""],[""man"",""person""],[""read"",""reference""],[""woman"",""people""]]",3,4,1,0,0,"[{""relation_index"":1,""argument_index"":1,""argument"":""biology textbook"",""lemma"":""biology textbook"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""biology textbook"",""pos_tags"":[""NN"",""NN""]}]},{""relation_index"":1,""argument_index"":2,""argument"":""textbook"",""lemma"":""textbook"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""textbook"",""pos_tags"":[""NN""]},{""sentence"":""hypothesis"",""span"":""textbook"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":1,""argument"":""man"",""lemma"":""man"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""premise"",""span"":""man"",""pos_tags"":[""NN""]}]},{""relation_index"":2,""argument_index"":2,""argument"":""person"",""lemma"":""person"",""decision"":""absent"",""POS_evidence"":[]},{""relation_index"":3,""argument_index"":1,""argument"":""reading"",""lemma"":""read"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""reading"",""pos_tags"":[""VBG""]}]},{""relation_index"":3,""argument_index"":2,""argument"":""referencing"",""lemma"":""reference"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""referencing"",""pos_tags"":[""VBG""]}]},{""relation_index"":4,""argument_index"":1,""argument"":""women"",""lemma"":""woman"",""decision"":""changed"",""POS_evidence"":[{""sentence"":""premise"",""span"":""women"",""pos_tags"":[""NNS""]}]},{""relation_index"":4,""argument_index"":2,""argument"":""people"",""lemma"":""people"",""decision"":""unchanged"",""POS_evidence"":[{""sentence"":""hypothesis"",""span"":""people"",""pos_tags"":[""NNS""]}]}]"
530661899.jpg#2r1e,lasha,openai/gpt-5.4-mini,1,non_entailment,,A man and women walk atop a hill.,A man and woman are walking.,NO_RELATION,,0,0,0,0,0,
